Features,ICC_value,p_value,Repeatability
log.sigma.4.0.mm.3D_glrlm_ShortRunEmphasis,0.951662853985703,1.76714247900908e-12,Excellent
log.sigma.4.0.mm.3D_glrlm_ShortRunHighGrayLevelEmphasis,0.854212637100932,1.20319550007674e-07,Good
log.sigma.4.0.mm.3D_glrlm_ShortRunLowGrayLevelEmphasis,0.702256041630093,0.0001016534735715,Poor
log.sigma.4.0.mm.3D_glszm_GrayLevelNonUniformityNormalized,0.890602984438075,7.02756587104867e-09,Good
log.sigma.4.0.mm.3D_glszm_GrayLevelVariance,0.927842812752075,1.0612439763606e-10,Excellent
log.sigma.4.0.mm.3D_glszm_HighGrayLevelZoneEmphasis,0.708733586255968,8.34236517266922e-05,Poor
log.sigma.4.0.mm.3D_glszm_LargeAreaHighGrayLevelEmphasis,0.802945390958132,2.21579651885877e-06,Good
log.sigma.4.0.mm.3D_glszm_LowGrayLevelZoneEmphasis,0.718810904141292,6.06954376444188e-05,Poor
log.sigma.4.0.mm.3D_glszm_SizeZoneNonUniformityNormalized,0.911744221174805,8.15062475065768e-10,Excellent
log.sigma.4.0.mm.3D_glszm_SmallAreaEmphasis,0.906423948728893,1.46949751603378e-09,Excellent
log.sigma.4.0.mm.3D_glszm_SmallAreaHighGrayLevelEmphasis,0.671808893406867,0.0002413051411358,Poor
log.sigma.4.0.mm.3D_glszm_SmallAreaLowGrayLevelEmphasis,0.658491534305513,0.0003417408429544,Poor
log.sigma.4.0.mm.3D_glszm_ZoneEntropy,0.937147743045889,2.60150360906252e-11,Excellent
log.sigma.4.0.mm.3D_glszm_ZonePercentage,0.971886647351345,6.556718862944481e-15,Excellent
log.sigma.4.0.mm.3D_gldm_DependenceEntropy,0.969582755016962,1.4833115992834902e-14,Excellent
log.sigma.4.0.mm.3D_gldm_DependenceNonUniformityNormalized,0.961278782068338,1.79976610573276e-13,Excellent
log.sigma.4.0.mm.3D_gldm_DependenceVariance,0.94376375566503,8.345980737456989e-12,Excellent
log.sigma.4.0.mm.3D_gldm_GrayLevelVariance,0.965640572965478,5.23629081719187e-14,Excellent
log.sigma.4.0.mm.3D_gldm_HighGrayLevelEmphasis,0.866178034832988,5.18698434616193e-08,Good
log.sigma.4.0.mm.3D_gldm_LargeDependenceEmphasis,0.936853775717845,2.72837673936505e-11,Excellent
log.sigma.4.0.mm.3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.925833596415093,1.40264869873073e-10,Excellent
log.sigma.4.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.553228679160029,0.0032629759748848,Poor
log.sigma.4.0.mm.3D_gldm_LowGrayLevelEmphasis,0.709106092722154,8.24677876928325e-05,Poor
log.sigma.4.0.mm.3D_gldm_SmallDependenceEmphasis,0.967623056791624,2.8314470950480902e-14,Excellent
log.sigma.4.0.mm.3D_gldm_SmallDependenceHighGrayLevelEmphasis,0.932598145724427,5.304445577775669e-11,Excellent
log.sigma.4.0.mm.3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.713699574904519,7.14392479521382e-05,Poor
log.sigma.4.0.mm.3D_ngtdm_Complexity,0.937900201816337,2.3005609243905498e-11,Excellent
log.sigma.4.0.mm.3D_ngtdm_Contrast,0.930296677657978,7.46537858151538e-11,Excellent
log.sigma.5.0.mm.3D_firstorder_10Percentile,0.956848955528457,5.49816757070707e-13,Excellent
log.sigma.5.0.mm.3D_firstorder_90Percentile,0.926392228608052,1.2990134939052301e-10,Excellent
log.sigma.5.0.mm.3D_firstorder_Entropy,0.869689865166909,3.99018012277929e-08,Good
log.sigma.5.0.mm.3D_firstorder_InterquartileRange,0.953596435132806,1.16151007110114e-12,Excellent
log.sigma.5.0.mm.3D_firstorder_Kurtosis,0.942002367384824,1.1442903038920199e-11,Excellent
log.sigma.5.0.mm.3D_firstorder_Maximum,0.795021845878258,3.22305244659628e-06,Good
log.sigma.5.0.mm.3D_firstorder_MeanAbsoluteDeviation,0.97528431527635,1.7224140031980902e-15,Excellent
log.sigma.5.0.mm.3D_firstorder_Mean,0.929503056479882,8.37641656406997e-11,Excellent
log.sigma.5.0.mm.3D_firstorder_Median,0.940575318679203,1.46716879893864e-11,Excellent
log.sigma.5.0.mm.3D_firstorder_Minimum,0.922551964990971,2.1760485120863001e-10,Excellent
log.sigma.5.0.mm.3D_firstorder_Range,0.918108171164805,3.8280741592177803e-10,Excellent
log.sigma.5.0.mm.3D_firstorder_RobustMeanAbsoluteDeviation,0.961528133472045,1.68367622869813e-13,Excellent
log.sigma.5.0.mm.3D_firstorder_RootMeanSquared,0.929514959900506,8.362045617639559e-11,Excellent
