Features,ICC_value,p_value,Repeatability
log.sigma.3.0.mm.3D_glrlm_RunLengthNonUniformityNormalized,0.873206863865308,3.04489037088991e-08,Good
log.sigma.3.0.mm.3D_glrlm_RunPercentage,0.881926638595998,1.50254734643142e-08,Good
log.sigma.3.0.mm.3D_glrlm_RunVariance,0.896522604256544,4.0307032428100605e-09,Good
log.sigma.3.0.mm.3D_glrlm_ShortRunEmphasis,0.877721744033435,2.1264114180196e-08,Good
log.sigma.3.0.mm.3D_glrlm_ShortRunHighGrayLevelEmphasis,0.888112459407749,8.7961134823003e-09,Good
log.sigma.3.0.mm.3D_glrlm_ShortRunLowGrayLevelEmphasis,0.628472809745733,0.0007064147452993,Poor
log.sigma.3.0.mm.3D_glszm_GrayLevelNonUniformityNormalized,0.692793301471124,0.0001344578820085,Poor
log.sigma.3.0.mm.3D_glszm_GrayLevelVariance,0.555551072891662,0.0031288137071044,Poor
log.sigma.3.0.mm.3D_glszm_HighGrayLevelZoneEmphasis,0.865375469764274,5.5017580494137e-08,Good
log.sigma.3.0.mm.3D_glszm_LargeAreaEmphasis,0.938280169633613,2.1608248463085198e-11,Excellent
log.sigma.3.0.mm.3D_glszm_LargeAreaHighGrayLevelEmphasis,0.913120168304343,6.956084468877e-10,Excellent
log.sigma.3.0.mm.3D_glszm_LargeAreaLowGrayLevelEmphasis,0.931521304190693,6.23335390436842e-11,Excellent
log.sigma.3.0.mm.3D_glszm_LowGrayLevelZoneEmphasis,0.613053988053342,0.0009972274413131,Poor
log.sigma.3.0.mm.3D_glszm_SizeZoneNonUniformity,0.961751595484358,1.58542217134213e-13,Excellent
log.sigma.3.0.mm.3D_glszm_SizeZoneNonUniformityNormalized,0.741747015612476,2.79162122885651e-05,Poor
log.sigma.3.0.mm.3D_glszm_SmallAreaEmphasis,0.736651462349001,3.3398798808731e-05,Poor
log.sigma.3.0.mm.3D_glszm_SmallAreaHighGrayLevelEmphasis,0.80415299890972,2.08972659958512e-06,Good
log.sigma.3.0.mm.3D_glszm_SmallAreaLowGrayLevelEmphasis,0.0683384028581511,0.378386978917607,Poor
log.sigma.3.0.mm.3D_glszm_ZoneEntropy,0.465511747247584,0.0131213631832225,Poor
log.sigma.3.0.mm.3D_glszm_ZonePercentage,0.843990563455274,2.33251446527276e-07,Good
log.sigma.3.0.mm.3D_glszm_ZoneVariance,0.936445349949049,2.9138834061749e-11,Excellent
log.sigma.3.0.mm.3D_gldm_DependenceEntropy,0.755058718966282,1.71294061088149e-05,Good
log.sigma.3.0.mm.3D_gldm_DependenceNonUniformityNormalized,0.840477578551198,2.8969872362486e-07,Good
log.sigma.3.0.mm.3D_gldm_DependenceVariance,0.861694214540097,7.1747880267629e-08,Good
log.sigma.3.0.mm.3D_gldm_GrayLevelVariance,0.642806456189064,0.0005042173733617,Poor
log.sigma.3.0.mm.3D_gldm_HighGrayLevelEmphasis,0.900239777029813,2.7940708191239e-09,Excellent
log.sigma.3.0.mm.3D_gldm_LargeDependenceEmphasis,0.89182502740485,6.2821914921356e-09,Good
log.sigma.3.0.mm.3D_gldm_LargeDependenceHighGrayLevelEmphasis,0.949162512496385,2.9661274731516497e-12,Excellent
log.sigma.3.0.mm.3D_gldm_LargeDependenceLowGrayLevelEmphasis,0.290405608377159,0.091077887926728,Poor
log.sigma.3.0.mm.3D_gldm_LowGrayLevelEmphasis,0.619994177960959,0.0008557715904889,Poor
log.sigma.3.0.mm.3D_gldm_SmallDependenceEmphasis,0.839798560501676,3.0191172442708e-07,Good
log.sigma.3.0.mm.3D_gldm_SmallDependenceHighGrayLevelEmphasis,0.587726686403183,0.0016934267294486,Poor
log.sigma.3.0.mm.3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.465253581438208,0.0131686631688269,Poor
log.sigma.3.0.mm.3D_ngtdm_Complexity,0.70932879491396,8.19008807525168e-05,Poor
log.sigma.3.0.mm.3D_ngtdm_Contrast,0.693330729301869,0.0001323757791544,Poor
log.sigma.4.0.mm.3D_firstorder_10Percentile,0.926673117063488,1.24954853583848e-10,Excellent
log.sigma.4.0.mm.3D_firstorder_90Percentile,0.816767471772759,1.10530026027442e-06,Good
log.sigma.4.0.mm.3D_firstorder_Entropy,0.775206550530384,7.69538407030294e-06,Good
log.sigma.4.0.mm.3D_firstorder_InterquartileRange,0.861689859840433,7.1770095187674e-08,Good
log.sigma.4.0.mm.3D_firstorder_Kurtosis,0.91164638027469,8.24218398579866e-10,Excellent
log.sigma.4.0.mm.3D_firstorder_Maximum,0.787900560329091,4.45295095934103e-06,Good
log.sigma.4.0.mm.3D_firstorder_MeanAbsoluteDeviation,0.854899924282982,1.14876872707321e-07,Good
log.sigma.4.0.mm.3D_firstorder_Mean,0.918903095872197,3.46839966915084e-10,Excellent
log.sigma.4.0.mm.3D_firstorder_Median,0.938823749013556,1.9741763067016397e-11,Excellent
log.sigma.4.0.mm.3D_firstorder_Minimum,0.657703389470511,0.0003486686501015,Poor
