Features,ICC_value,p_value,Repeatability
log.sigma.4.0.mm.3D_gldm_SmallDependenceEmphasis,0.619751077039516,0.0008604213716788,Poor
log.sigma.4.0.mm.3D_gldm_SmallDependenceHighGrayLevelEmphasis,0.647560255809233,0.0004491714308,Poor
log.sigma.4.0.mm.3D_gldm_SmallDependenceLowGrayLevelEmphasis,0.330005439644077,0.0634716538505198,Poor
log.sigma.4.0.mm.3D_ngtdm_Busyness,0.887031758047117,9.68014544825492e-09,Good
log.sigma.4.0.mm.3D_ngtdm_Complexity,0.797991822203204,2.80609629837994e-06,Good
log.sigma.4.0.mm.3D_ngtdm_Contrast,0.627651298897771,0.0007198399841763,Poor
log.sigma.5.0.mm.3D_firstorder_10Percentile,0.645572513460169,0.0004715278276775,Poor
log.sigma.5.0.mm.3D_firstorder_90Percentile,0.750104269361701,2.06160699531107e-05,Good
log.sigma.5.0.mm.3D_firstorder_Entropy,0.419766795936214,0.0238796439060616,Poor
log.sigma.5.0.mm.3D_firstorder_InterquartileRange,0.656764389798951,0.0003570794620962,Poor
log.sigma.5.0.mm.3D_firstorder_Kurtosis,0.327534202088995,0.0649931900132348,Poor
log.sigma.5.0.mm.3D_firstorder_Maximum,0.606366861583525,0.0011517927412309,Poor
log.sigma.5.0.mm.3D_firstorder_MeanAbsoluteDeviation,0.60256279886431,0.0012484288753448,Poor
log.sigma.5.0.mm.3D_firstorder_Mean,0.727006662619316,4.63920275767185e-05,Poor
log.sigma.5.0.mm.3D_firstorder_Median,0.649666376050346,0.0004264794773033,Poor
log.sigma.5.0.mm.3D_firstorder_Minimum,0.248708805008757,0.128002360388964,Poor
log.sigma.5.0.mm.3D_firstorder_Range,0.608333895699018,0.0011043570818813,Poor
log.sigma.5.0.mm.3D_firstorder_RobustMeanAbsoluteDeviation,0.635380855107589,0.0006017116642306,Poor
log.sigma.5.0.mm.3D_firstorder_RootMeanSquared,0.727050008996807,4.63249753828325e-05,Poor
log.sigma.5.0.mm.3D_firstorder_Skewness,0.255998885327541,0.120943772610386,Poor
log.sigma.5.0.mm.3D_firstorder_Uniformity,0.430918376204138,0.0207798219296697,Poor
log.sigma.5.0.mm.3D_firstorder_Variance,0.494507222688437,0.0086095531684925,Poor
log.sigma.5.0.mm.3D_glcm_Autocorrelation,0.0823290731050209,0.354713687393705,Poor
log.sigma.5.0.mm.3D_glcm_ClusterProminence,0.274793952044261,0.103930170194567,Poor
log.sigma.5.0.mm.3D_glcm_ClusterShade,0.366218874785952,0.0440194891841781,Poor
log.sigma.5.0.mm.3D_glcm_ClusterTendency,0.339614231392287,0.0577984557324017,Poor
log.sigma.5.0.mm.3D_glcm_Contrast,0.701991764385021,0.0001024653015092,Poor
log.sigma.5.0.mm.3D_glcm_Correlation,0.49189398686263,0.008955734889865,Poor
log.sigma.5.0.mm.3D_glcm_DifferenceAverage,0.784484518254101,5.17756459125475e-06,Good
log.sigma.5.0.mm.3D_glcm_DifferenceEntropy,0.771451820024144,8.98695882506622e-06,Good
log.sigma.5.0.mm.3D_glcm_DifferenceVariance,0.641186518114324,0.0005242466003376,Poor
log.sigma.5.0.mm.3D_glcm_Id,0.764099009540046,1.2078173048534e-05,Good
log.sigma.5.0.mm.3D_glcm_Idm,0.749172540746839,2.1336976891443e-05,Poor
log.sigma.5.0.mm.3D_glcm_Idmn,0.714374771568757,6.99314771852722e-05,Poor
log.sigma.5.0.mm.3D_glcm_Idn,0.795292370085701,3.18293339657635e-06,Good
log.sigma.5.0.mm.3D_glcm_Imc1,0.659084880477007,0.0003366035701641,Poor
log.sigma.5.0.mm.3D_glcm_Imc2,0.576523297310398,0.0021118528499508,Poor
log.sigma.5.0.mm.3D_glcm_InverseVariance,0.792545431958344,3.61155906604062e-06,Good
